Category,Verb,Object,Temp,Difficulty,Desc,,,,,,,,
Nature & Adventure,Dip,your fingers into a pool of rainwater,In the Next Hour,Hard,Dip your fingers into a pool of rainwater. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Dip,your fingers into a pool of rainwater,Today,Easy,Dip your fingers into a pool of rainwater. Take this moment to show your courage.,,,,,,,,
Nature & Adventure,Dip,your hand into the soft sand,Now,Hard,Dip your hand into the soft sand. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Dip,your hand into the soft sand,In the Next Hour,Easy,Dip your hand into the soft sand. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Dip,your hand into the soft sand,Today,Hard,Dip your hand into the soft sand. Step boldly into the moment.,,,,,,,,
Nature & Adventure,Dip,a leaf into the river to watch it float,Now,Hard,Dip a leaf into the river to watch it float. Trust in your ability to overcome. Now.,,,,,,,,
Nature & Adventure,Dip,a leaf into the river to watch it float,In the Next Hour,Easy,Dip a leaf into the river to watch it float. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Dip,a leaf into the river to watch it float,Today,Hard,Dip a leaf into the river to watch it float. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Dip,a net into the water to see what it holds,Now,Hard,Dip a net into the water to see what it holds. Courage will carry you further.,,,,,,,,
Nature & Adventure,Dip,a net into the water to see what it holds,In the Next Hour,Hard,Dip a net into the water to see what it holds. Believe in what you can achieve.,,,,,,,,
Nature & Adventure,Dip,a net into the water to see what it holds,Today,Hard,Dip a net into the water to see what it holds. Step boldly into the moment. Today.,,,,,,,,
Nature & Adventure,Admire,the colors of a sunset,Now,Hard,Admire the colors of a sunset. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Admire,the colors of a sunset,In the Next Hour,Hard,Admire the colors of a sunset. Step boldly into the moment.,,,,,,,,
Nature & Adventure,Admire,the colors of a sunset,Today,Easy,Admire the colors of a sunset. Courage will carry you further.,,,,,,,,
Nature & Adventure,Admire,the patterns of frost on a window,Now,Hard,Admire the patterns of frost on a window. Trust in your ability to overcome.,,,,,,,,
Nature & Adventure,Admire,the patterns of frost on a window,In the Next Hour,Hard,Admire the patterns of frost on a window. Believe in what you can achieve.,,,,,,,,
Nature & Adventure,Admire,the patterns of frost on a window,Today,Easy,Admire the patterns of frost on a window. A step forward changes everything.,,,,,,,,
Nature & Adventure,Admire,the way light filters through the trees,Now,Hard,Admire the way light filters through the trees. Believe in what you can achieve. Now.,,,,,,,,
Nature & Adventure,Admire,the way light filters through the trees,In the Next Hour,Hard,Admire the way light filters through the trees. Let your strength shine through.,,,,,,,,
Nature & Adventure,Admire,the way light filters through the trees,Today,Hard,Admire the way light filters through the trees. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Admire,the dance of a butterfly in flight,Now,Hard,Admire the dance of a butterfly in flight. A step forward changes everything.,,,,,,,,
Nature & Adventure,Admire,the dance of a butterfly in flight,In the Next Hour,Hard,Admire the dance of a butterfly in flight. Courage will carry you further.,,,,,,,,
Nature & Adventure,Admire,the dance of a butterfly in flight,Today,Easy,Admire the dance of a butterfly in flight. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Admire,the quiet beauty of untouched nature,Now,Hard,Admire the quiet beauty of untouched nature. Courage will carry you further.,,,,,,,,
Nature & Adventure,Admire,the quiet beauty of untouched nature,In the Next Hour,Hard,Admire the quiet beauty of untouched nature. Take this moment to show your courage.,,,,,,,,
Nature & Adventure,Admire,the quiet beauty of untouched nature,Today,Hard,Admire the quiet beauty of untouched nature. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Pause,to take in the view,Now,Hard,Pause to take in the view. Believe in what you can achieve.,,,,,,,,
Nature & Adventure,Pause,to take in the view,In the Next Hour,Hard,Pause to take in the view. Trust in your ability to overcome. in the next hour.,,,,,,,,
Nature & Adventure,Pause,to take in the view,Today,Hard,Pause to take in the view. Your heart kNows no fear. Today.,,,,,,,,
Nature & Adventure,Pause,to feel the stillness around you,Now,Hard,Pause to feel the stillness around you. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Pause,to feel the stillness around you,In the Next Hour,Hard,Pause to feel the stillness around you. Courage will carry you further.,,,,,,,,
Nature & Adventure,Pause,to feel the stillness around you,Today,Easy,Pause to feel the stillness around you. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Pause,to appreciate the moment,Now,Hard,Pause to appreciate the moment. Courage will carry you further.,,,,,,,,
Nature & Adventure,Pause,to appreciate the moment,In the Next Hour,Easy,Pause to appreciate the moment. Trust in your ability to overcome.,,,,,,,,
Nature & Adventure,Pause,to appreciate the moment,Today,Easy,Pause to appreciate the moment. Let your strength shine through.,,,,,,,,
Nature & Adventure,Pause,to let the sunlight warm your face,Now,Easy,Pause to let the sunlight warm your face. Believe in what you can achieve.,,,,,,,,
Nature & Adventure,Pause,to let the sunlight warm your face,In the Next Hour,Hard,Pause to let the sunlight warm your face. Courage will carry you further.,,,,,,,,
Nature & Adventure,Pause,to let the sunlight warm your face,Today,Hard,Pause to let the sunlight warm your face. Take this moment to show your courage.,,,,,,,,
Nature & Adventure,Pause,to hear the forest's quiet song,Now,Hard,Pause to hear the forest's quiet song. A step forward changes everything.,,,,,,,,
Nature & Adventure,Pause,to hear the forest's quiet song,In the Next Hour,Hard,Pause to hear the forest's quiet song. Take this moment to show your courage.,,,,,,,,
Nature & Adventure,Pause,to hear the forest's quiet song,Today,Hard,Pause to hear the forest's quiet song. Step boldly into the moment. Today.,,,,,,,,
Nature & Adventure,Gaze,at the stars on a clear night,Now,Hard,Gaze at the stars on a clear night. Your bravery can move mountains.,,,,,,,,
Nature & Adventure,Gaze,at the stars on a clear night,In the Next Hour,Hard,Gaze at the stars on a clear night. Let your strength shine through.,,,,,,,,
Nature & Adventure,Gaze,at the stars on a clear night,Today,Hard,Gaze at the stars on a clear night. Embrace this challenge with pride. Today.,,,,,,,,
Nature & Adventure,Gaze,at the sunrise over the mountains,Now,Hard,Gaze at the sunrise over the mountains. Take this moment to show your courage. Now.,,,,,,,,
Nature & Adventure,Gaze,at the sunrise over the mountains,In the Next Hour,Easy,Gaze at the sunrise over the mountains. Embrace this challenge with pride. in the next hour.,,,,,,,,
Nature & Adventure,Gaze,at the sunrise over the mountains,Today,Hard,Gaze at the sunrise over the mountains. A step forward changes everything.,,,,,,,,
Nature & Adventure,Gaze,at the endless horizon of the ocean,Now,Hard,Gaze at the endless horizon of the ocean. Trust in your ability to overcome. Now.,,,,,,,,
Nature & Adventure,Gaze,at the endless horizon of the ocean,In the Next Hour,Hard,Gaze at the endless horizon of the ocean. Embrace this challenge with pride. in the next hour.,,,,,,,,
Nature & Adventure,Gaze,at the endless horizon of the ocean,Today,Hard,Gaze at the endless horizon of the ocean. Your bravery can move mountains. Today.,,,,,,,,
Nature & Adventure,Gaze,at the clouds drifting lazily,Now,Easy,Gaze at the clouds drifting lazily. Step boldly into the moment.,,,,,,,,
Nature & Adventure,Gaze,at the clouds drifting lazily,In the Next Hour,Hard,Gaze at the clouds drifting lazily. Believe in what you can achieve.,,,,,,,,
Nature & Adventure,Gaze,at the clouds drifting lazily,Today,Hard,Gaze at the clouds drifting lazily. Your bravery can move mountains.,,,,,,,,
Nature & Adventure,Gaze,at a meadow bathed in golden light,Now,Hard,Gaze at a meadow bathed in golden light. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Gaze,at a meadow bathed in golden light,In the Next Hour,Hard,Gaze at a meadow bathed in golden light. Trust in your ability to overcome.,,,,,,,,
Nature & Adventure,Gaze,at a meadow bathed in golden light,Today,Hard,Gaze at a meadow bathed in golden light. A step forward changes everything.,,,,,,,,
Nature & Adventure,Wander,through a forest with no destination,Now,Hard,Wander through a forest with no destination. Step boldly into the moment. Now.,,,,,,,,
Nature & Adventure,Wander,through a forest with no destination,In the Next Hour,Hard,Wander through a forest with no destination. A step forward changes everything.,,,,,,,,
Nature & Adventure,Wander,through a forest with no destination,Today,Hard,Wander through a forest with no destination. Let your strength shine through.,,,,,,,,
Nature & Adventure,Wander,along a riverbank teeming with life,Now,Hard,Wander along a riverbank teeming with life. Trust in your ability to overcome.,,,,,,,,
Nature & Adventure,Wander,along a riverbank teeming with life,In the Next Hour,Hard,Wander along a riverbank teeming with life. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Wander,along a riverbank teeming with life,Today,Hard,Wander along a riverbank teeming with life. Take this moment to show your courage.,,,,,,,,
Nature & Adventure,Wander,through a field of wildflowers,Now,Easy,Wander through a field of wildflowers. Your bravery can move mountains.,,,,,,,,
Nature & Adventure,Wander,through a field of wildflowers,In the Next Hour,Hard,Wander through a field of wildflowers. Courage will carry you further. in the next hour.,,,,,,,,
Nature & Adventure,Wander,through a field of wildflowers,Today,Hard,Wander through a field of wildflowers. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Wander,down a path less traveled,Now,Hard,Wander down a path less traveled. A step forward changes everything.,,,,,,,,
Nature & Adventure,Wander,down a path less traveled,In the Next Hour,Hard,Wander down a path less traveled. Believe in what you can achieve.,,,,,,,,
Nature & Adventure,Wander,down a path less traveled,Today,Hard,Wander down a path less traveled. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Wander,on a quiet beach at dawn,Now,Easy,Wander on a quiet beach at dawn. Step boldly into the moment.,,,,,,,,
Nature & Adventure,Wander,on a quiet beach at dawn,In the Next Hour,Hard,Wander on a quiet beach at dawn. Your bravery can move mountains. in the next hour.,,,,,,,,
Nature & Adventure,Wander,on a quiet beach at dawn,Today,Hard,Wander on a quiet beach at dawn. Let your strength shine through.,,,,,,,,
Nature & Adventure,Stand,at the edge of a cliff and feel the wind,Now,Hard,Stand at the edge of a cliff and feel the wind. Embrace this challenge with pride.,,,,,,,,
Nature & Adventure,Stand,at the edge of a cliff and feel the wind,In the Next Hour,Hard,Stand at the edge of a cliff and feel the wind. Let your strength shine through.,,,,,,,,
Nature & Adventure,Stand,at the edge of a cliff and feel the wind,Today,Hard,Stand at the edge of a cliff and feel the wind. Your bravery can move mountains.,,,,,,,,
Nature & Adventure,Stand,on a mountaintop and admire the view,Now,Easy,Stand on a mountaintop and admire the view. Courage will carry you further.,,,,,,,,
Nature & Adventure,Stand,on a mountaintop and admire the view,In the Next Hour,Hard,Stand on a mountaintop and admire the view. Step boldly into the moment.,,,,,,,,
Nature & Adventure,Stand,on a mountaintop and admire the view,Today,Hard,Stand on a mountaintop and admire the view. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Stand,in the rain and let it wash over you,Now,Hard,Stand in the rain and let it wash over you. Step boldly into the moment. Now.,,,,,,,,
Nature & Adventure,Stand,in the rain and let it wash over you,In the Next Hour,Hard,Stand in the rain and let it wash over you. Your bravery can move mountains.,,,,,,,,
Nature & Adventure,Stand,in the rain and let it wash over you,Today,Hard,Stand in the rain and let it wash over you. Your heart kNows no fear.,,,,,,,,
Nature & Adventure,Stand,by a stream and listen to its song,Now,Hard,Stand by a stream and listen to its song. Let your strength shine through.,,,,,,,,
Nature & Adventure,Stand,by a stream and listen to its song,In the Next Hour,Hard,Stand by a stream and listen to its song. Courage will carry you further.,,,,,,,,
Nature & Adventure,Stand,by a stream and listen to its song,Today,Hard,Stand by a stream and listen to its song. Embrace this challenge with pride. Today.,,,,,,,,
Nature & Adventure,Stand,among the trees and find stillness,Now,Hard,Stand among the trees and find stillness. A step forward changes everything.,,,,,,,,
